Date,Close
5/8/2019,5943.6
5/9/2019,6153.09
5/10/2019,6343.14
5/11/2019,7223.21
5/12/2019,6979.76
5/13/2019,7825.41
5/14/2019,7990.92
5/15/2019,8204.24
5/16/2019,7878.96
5/17/2019,7361.1
5/18/2019,7262.4
5/19/2019,8196.59
5/20/2019,7999.54
5/21/2019,7951.7
5/22/2019,7626.48
5/23/2019,7881.98
5/24/2019,8002.21
5/25/2019,8063.81
5/26/2019,8731.96
5/27/2019,8768.62
5/28/2019,8715.36
5/29/2019,8662.44
5/30/2019,8279.69
5/31/2019,8566.04
6/1/2019,8558.95
6/2/2019,8736.54
6/3/2019,8107.96
6/4/2019,7670.96
6/5/2019,7789.48
6/6/2019,7802.57
6/7/2019,7998.13
6/8/2019,7930.14
6/9/2019,7635.06
6/10/2019,8015.69
6/11/2019,7918.17
6/12/2019,8176.02
6/13/2019,8239.04
6/14/2019,8697.45
6/15/2019,8860.23
6/16/2019,8978.66
6/17/2019,9331.75
6/18/2019,9071.95
6/19/2019,9277.29
6/20/2019,9531.21
6/21/2019,10220
6/22/2019,10666.8
6/23/2019,10833
6/24/2019,11032.3
6/25/2019,11755.5
6/26/2019,12927.4
6/27/2019,11159.2
6/28/2019,12360.4
6/29/2019,11865.2
6/30/2019,10760.1
7/1/2019,10577.6
7/2/2019,10829.1
7/3/2019,11976
7/4/2019,11137.8
7/5/2019,11004.5
7/6/2019,11237.7
7/7/2019,11474.4
7/8/2019,12293.5
7/9/2019,12561
7/10/2019,12097.9
7/11/2019,11349
7/12/2019,11802
7/13/2019,11370.1
7/14/2019,10195.6
7/15/2019,10854.4
7/16/2019,9422.71
7/17/2019,9696.31
7/18/2019,10651.4
7/19/2019,10518.5
7/20/2019,10761
7/21/2019,10590.7
7/22/2019,10323.3
7/23/2019,9840.12
7/24/2019,9767.87
7/25/2019,9883.34
7/26/2019,9843
7/27/2019,9479.98
7/28/2019,9532.99
7/29/2019,9495
7/30/2019,9589.01
7/31/2019,10086.3
8/1/2019,10405.9
8/2/2019,10533
8/3/2019,10820.7
8/4/2019,10977.5
8/5/2019,11819.4
8/6/2019,11465.4
8/7/2019,11983.7
8/8/2019,11982.4
8/9/2019,11856.1
8/10/2019,11280.9
8/11/2019,11540.7
8/12/2019,11389.3
8/13/2019,10868.5
8/14/2019,9971.71
8/15/2019,10300
8/16/2019,10352.7
8/17/2019,10215.2
8/18/2019,10315.4
8/19/2019,10920
8/20/2019,10769
8/21/2019,10130
8/22/2019,10107.1
8/23/2019,10410.8
8/24/2019,10147.9
8/25/2019,10140.9
8/26/2019,10361.6
8/27/2019,10171.8
8/28/2019,9714.31
8/29/2019,9495
8/30/2019,9582.42
8/31/2019,9600.86
9/1/2019,9766.52
9/2/2019,10381.2
9/3/2019,10628.4
9/4/2019,10582.2
9/5/2019,10574.7
9/6/2019,10306.9
9/7/2019,10484.3
9/8/2019,10398.9
9/9/2019,10310
9/10/2019,10084.1
9/11/2019,10160.2
9/12/2019,10423.7
9/13/2019,10367.4
9/14/2019,10360.2
9/15/2019,10304.4
9/16/2019,10262.5
9/17/2019,10185.3
9/18/2019,10155.2
9/19/2019,10287.7
9/20/2019,10168.8
9/21/2019,9975.12
9/22/2019,10026.8
9/23/2019,9693.75
9/24/2019,8530.01
9/25/2019,8438.35
9/26/2019,8068.2
9/27/2019,8193.99
9/28/2019,8217.46
9/29/2019,8052.4
9/30/2019,8304.95
10/1/2019,8322.73
10/2/2019,8381.71
10/3/2019,8240.41
10/4/2019,8156.67
10/5/2019,8147.63
10/6/2019,7859.79
10/7/2019,8209
10/8/2019,8180
10/9/2019,8590.01
10/10/2019,8587.5
10/11/2019,8267.33
10/12/2019,8309.03
10/13/2019,8282.96
10/14/2019,8355
10/15/2019,8162.44
10/16/2019,7993.54
10/17/2019,8076.2
10/18/2019,7954.16
10/19/2019,7965.28
10/20/2019,8236.04
10/21/2019,8209.92
10/22/2019,8024.72
10/23/2019,7474.85
10/24/2019,7430.87
10/25/2019,8668
10/26/2019,9259.78
10/27/2019,9548.84
10/28/2019,9219.94
10/29/2019,9430.79
10/30/2019,9164.45
10/31/2019,9159.48
11/1/2019,9253.12
11/2/2019,9308.51
11/3/2019,9206.52
11/4/2019,9412.53
11/5/2019,9309
11/6/2019,9341.27
11/7/2019,9205.76
11/8/2019,8763.01
11/9/2019,8810.76
11/10/2019,9038.2
11/11/2019,8721.54
11/12/2019,8795.77
11/13/2019,8758.34
11/14/2019,8635.01
11/15/2019,8457.48
11/16/2019,8480.79
11/17/2019,8500.01
11/18/2019,8168.84
11/19/2019,8123.36
11/20/2019,8082.96
11/21/2019,7616.46
11/22/2019,7298.18
11/23/2019,7330.98
11/24/2019,6908.64
11/25/2019,7127.01
11/26/2019,7172.15
11/27/2019,7523.72
11/28/2019,7432.12
11/29/2019,7760
11/30/2019,7551.99
12/1/2019,7404.27
12/2/2019,7305
12/3/2019,7298.2
12/4/2019,7213.61
12/5/2019,7394.99
12/6/2019,7540.87
12/7/2019,7500.03
12/8/2019,7529.21
12/9/2019,7341.49
12/10/2019,7226.98
12/11/2019,7194.13
12/12/2019,7189.41
12/13/2019,7248.23
12/14/2019,7071.01
12/15/2019,7112.63
12/16/2019,6884.75
12/17/2019,6615.8
12/18/2019,7294.81
12/19/2019,7150.01
12/20/2019,7182.77
12/21/2019,7143.01
12/22/2019,7515.3
12/23/2019,7323.21
12/24/2019,7232.76
12/25/2019,7195.81
12/26/2019,7195.96
12/27/2019,7240.4
12/28/2019,7300.42
12/29/2019,7389
12/30/2019,7220
12/31/2019,7177.36
1/1/2020,7177.57
1/2/2020,6946.33
1/3/2020,7308.09
1/4/2020,7347.49
1/5/2020,7342.49
1/6/2020,7770.88
1/7/2020,8168.44
1/8/2020,8045.51
1/9/2020,7813.78
1/10/2020,8170.27
1/11/2020,8021.84
1/12/2020,8165.21
1/13/2020,8104.5
1/14/2020,8822.71
1/15/2020,8808.81
1/16/2020,8714.76
1/17/2020,8899.42
1/18/2020,8909.32
1/19/2020,8697.53
1/20/2020,8619.52
1/21/2020,8722.03
1/22/2020,8653.84
1/23/2020,8385.21
1/24/2020,8427.26
1/25/2020,8326.81
1/26/2020,8595
1/27/2020,8895.95
1/28/2020,9394.5
1/29/2020,9290.62
1/30/2020,9503.08
1/31/2020,9334.98
2/1/2020,9382.65
2/2/2020,9323.5
2/3/2020,9290.23
2/4/2020,9164.33
2/5/2020,9613.82
2/6/2020,9763.01
2/7/2020,9808.04
2/8/2020,9905.64
2/9/2020,10168.8
2/10/2020,9851.78
2/11/2020,10270
2/12/2020,10351.1
2/13/2020,10236.4
2/14/2020,10371.3
2/15/2020,9911.21
2/16/2020,9921
2/17/2020,9700
2/18/2020,10188
2/19/2020,9600.08
2/20/2020,9622.89
2/21/2020,9700.35
2/22/2020,9668.23
2/23/2020,9966
2/24/2020,9660
2/25/2020,9304.99
2/26/2020,8778.29
2/27/2020,8812.49
2/28/2020,8708.89
2/29/2020,8556.58
3/1/2020,8522.33
3/2/2020,8915
3/3/2020,8757.84
3/4/2020,8760.66
3/5/2020,9060.93
3/6/2020,9145.77
3/7/2020,8901.37
3/8/2020,8033.54
3/9/2020,7934.52
3/10/2020,7884.87
3/11/2020,7938.05
3/12/2020,4857.1
3/13/2020,5637.6
3/14/2020,5165.25
3/15/2020,5342.64
3/16/2020,5024
3/17/2020,5331.72
3/18/2020,5413.64
3/19/2020,6186.95
3/20/2020,6201.61
3/21/2020,6198.78
3/22/2020,5834.78
3/23/2020,6499.12
3/24/2020,6766.65
3/25/2020,6690
3/26/2020,6759.85
3/27/2020,6372.36
3/28/2020,6251.82
3/29/2020,5902.05
3/30/2020,6406.4
3/31/2020,6445.67
4/1/2020,6664.85
4/2/2020,6805.12
4/3/2020,6741.99
4/4/2020,6874.77
4/5/2020,6794.49
4/6/2020,7341.56
4/7/2020,7209.62
4/8/2020,7370.11
4/9/2020,7293.24
4/10/2020,6871.91
4/11/2020,6889.65
4/12/2020,6908.13
4/13/2020,6861.21
4/14/2020,6877.37
4/15/2020,6624.12
4/16/2020,7112.78
4/17/2020,7036.25
4/18/2020,7254.33
4/19/2020,7130.71
4/20/2020,6838.19
4/21/2020,6853.68
4/22/2020,7136.84
4/23/2020,7472.45
4/24/2020,7508.67
4/25/2020,7543.29
4/26/2020,7692.05
4/27/2020,7785.73
4/28/2020,7758.4
4/29/2020,8780.01
4/30/2020,8624.28
5/1/2020,8829.42
5/2/2020,8985
5/3/2020,8905.49
5/4/2020,8883.53
5/5/2020,8989.4
5/6/2020,9157.11
5/7/2020,10000
5/8/2020,9810
5/9/2020,9558.85
5/10/2020,8741.86
5/11/2020,8601.4
5/12/2020,8796.25
5/13/2020,9318.04
5/14/2020,9799.12
5/15/2020,9312.1
5/16/2020,9383.16
5/17/2020,9666.27
5/18/2020,9728.52
5/19/2020,9776.57
5/20/2020,9516
5/21/2020,9058.71
5/22/2020,9168.84
5/23/2020,9177.95
5/24/2020,8714.4
5/25/2020,8899.31
5/26/2020,8844.42
5/27/2020,9208.53
5/28/2020,9561.26
5/29/2020,9427.01
5/30/2020,9689.12
5/31/2020,9446.57
6/1/2020,10210.1
6/2/2020,9522.45
6/3/2020,9655.62
6/4/2020,9788.03
6/5/2020,9624.99
6/6/2020,9660.75
6/7/2020,9744.14
6/8/2020,9783.37
6/9/2020,9763.79
6/10/2020,9896.56
6/11/2020,9268.16
6/12/2020,9454
6/13/2020,9475
6/14/2020,9333.45
6/15/2020,9427.86
6/16/2020,9526.25
6/17/2020,9457.51
6/18/2020,9382.01
6/19/2020,9279.4
6/20/2020,9355.74
6/21/2020,9286.14
6/22/2020,9697.17
6/23/2020,9623.56
6/24/2020,9274.04
6/25/2020,9244.77
6/26/2020,9155
6/27/2020,9002.51
6/28/2020,9124.04
6/29/2020,9184.45
6/30/2020,9136.2
7/1/2020,9239.96
7/2/2020,9091.53
7/3/2020,9063.87
7/4/2020,9134.23
7/5/2020,9073.49
7/6/2020,9343.18
7/7/2020,9253.94
7/8/2020,9435.28
7/9/2020,9237.32
7/10/2020,9289.81
7/11/2020,9235.21
7/12/2020,9292.6
7/13/2020,9242.31
7/14/2020,9256.94
7/15/2020,9190.16
7/16/2020,9130.11
7/17/2020,9152.64
7/18/2020,9175.85
7/19/2020,9214.74
7/20/2020,9163.75
7/21/2020,9392.79
7/22/2020,9535.99
7/23/2020,9613.24
7/24/2020,9543.79
7/25/2020,9696.19
7/26/2020,9941
7/27/2020,11020
7/28/2020,10923.9
7/29/2020,11098.8
7/30/2020,11119.6
7/31/2020,11342.5
8/1/2020,11810
8/2/2020,11068.5
8/3/2020,11252.4
8/4/2020,11197
8/5/2020,11756.7
8/6/2020,11773.8
8/7/2020,11606.5
8/8/2020,11774.9
8/9/2020,11688.4
8/10/2020,11876.2
8/11/2020,11388.9
8/12/2020,11571.6
8/13/2020,11788.4
8/14/2020,11767.5
8/15/2020,11859.2
8/16/2020,11907.7
8/17/2020,12305.5
8/18/2020,11950
8/19/2020,11747.7
8/20/2020,11864.2
8/21/2020,11507.2
8/22/2020,11684.5
8/23/2020,11650
8/24/2020,11753.8
8/25/2020,11324.9
8/26/2020,11463.2
8/27/2020,11329.1
8/28/2020,11535
8/29/2020,11474.3
8/30/2020,11716
8/31/2020,11655
